RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2022~2022~04~Q13~TNC04~AGE~RACE,2022,2022,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,42.4,42.4,,,34.2,51.1,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-111.7638113 34.86597028),C02,TNC04,Q13,04,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~34~Q13~TNC04~AGE~RACE,2022,2022,NJ,New Jersey,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-74.27369129 40.13057005),C02,TNC04,Q13,34,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~15~Q13~TNC04~AGE~RACE,2022,2022,HI,Hawaii,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,19.5,19.5,,,16.7,22.6,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-157.8577494 21.30485044),C02,TNC04,Q13,15,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~47~Q13~TNC04~AGE~RACE,2022,2022,TN,Tennessee,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,48.7,48.7,,,41.4,56.0,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091 35.68094058),C02,TNC04,Q13,47,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~39~Q39~TGC04~AGE~RACE,2022,2022,OH,Ohio,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-82.40426006 40.06021014),C07,TGC04,Q39,39,AGE,5064,RACE,ASN
BRFSS~2022~2022~49~Q15~TSC02~AGE~OVERALL,2022,2022,UT,Utah,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,67.8,67.8,,,65.2,70.4,Age Group,50-64 years,,,POINT (-111.5871306 39.36070017),C03,TSC02,Q15,49,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~23~Q16~TNC03~AGE~RACE,2022,2022,ME,Maine,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-68.98503134 45.25422889),C02,TNC03,Q16,23,AGE,5064,RACE,ASN
BRFSS~2022~2022~35~Q16~TNC03~AGE~RACE,2022,2022,NM,New Mexico,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-106.240581 34.52088095),C02,TNC03,Q16,35,AGE,5064,RACE,ASN
BRFSS~2022~2022~16~Q16~TNC03~AGE~RACE,2022,2022,ID,Idaho,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,33.0,33.0,,,22.0,46.3,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-114.36373 43.68263001),C02,TNC03,Q16,16,AGE,5064,RACE,HIS
BRFSS~2022~2022~48~Q16~TNC03~AGE~GENDER,2022,2022,TX,Texas,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,26.0,26.0,,,22.3,30.0,Age Group,50-64 years,Gender,Male,POINT (-99.42677021 31.82724041),C02,TNC03,Q16,48,AGE,5064,GENDER,MALE
BRFSS~2022~2022~54~Q16~TNC03~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,36.7,36.7,,,33.8,39.8,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-80.71264013 38.6655102),C02,TNC03,Q16,54,AGE,5064,RACE,WHT
BRFSS~2022~2022~28~Q16~TNC03~AGE~RACE,2022,2022,MS,Mississippi,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-89.53803082 32.7455101),C02,TNC03,Q16,28,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~55~Q16~TNC03~AGE~GENDER,2022,2022,WI,Wisconsin,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,25.6,25.6,,,23.1,28.3,Age Group,65 years or older,Gender,Male,POINT (-89.81637074 44.39319117),C02,TNC03,Q16,55,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~30~Q16~TNC03~AGE~RACE,2022,2022,MT,Montana,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,38.5,38.5,,,27.3,51.0,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-109.4244206 47.06652897),C02,TNC03,Q16,30,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~53~Q16~TNC03~AGE~RACE,2022,2022,WA,Washington,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,15.0,15.0,,,11.5,19.2,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.4700108 47.52227863),C02,TNC03,Q16,53,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~44~Q33~TOC08~AGE~GENDER,2022,2022,RI,Rhode Island,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,81.0,81.0,,,77.5,84.1,Age Group,50-64 years,Gender,Female,POINT (-71.52247031 41.70828019),C01,TOC08,Q33,44,AGE,5064,GENDER,FEMALE
BRFSS~2022~2022~49~Q35~TOC03~AGE~RACE,2022,2022,UT,Utah,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,6.0,6.0,,,5.5,6.5,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-111.5871306 39.36070017),C01,TOC03,Q35,49,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~41~Q35~TOC03~AGE~GENDER,2022,2022,OR,Oregon,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,6.3,6.3,,,4.9,7.7,Age Group,65 years or older,Gender,Male,POINT (-120.1550313 44.56744942),C01,TOC03,Q35,41,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~51~Q16~TNC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,23.9,23.9,,,22.4,25.5,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046 37.54268067),C02,TNC03,Q16,51,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~46~Q17~TAC01~AGE~GENDER,2022,2022,SD,South Dakota,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,18.4,18.4,,,13.0,25.6,Age Group,50-64 years,Gender,Male,POINT (-100.3735306 44.35313005),C04,TAC01,Q17,46,AGE,5064,GENDER,MALE
BRFSS~2022~2022~22~Q17~TAC01~AGE~RACE,2022,2022,LA,Louisiana,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-92.44568007 31.31266064),C04,TAC01,Q17,22,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~47~Q17~TAC01~AGE~RACE,2022,2022,TN,Tennessee,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,22.0,22.0,,,12.8,35.2,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091 35.68094058),C04,TAC01,Q17,47,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~54~Q17~TAC01~AGE~GENDER,2022,2022,WV,West Virginia,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,12.8,12.8,,,10.7,15.3,Age Group,65 years or older,Gender,Female,POINT (-80.71264013 38.6655102),C04,TAC01,Q17,54,AGE,65PLUS,GENDER,FEMALE
BRFSS~2022~2022~51~Q17~TAC01~AGE~GENDER,2022,2022,VA,Virginia,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,8.6,8.6,,,6.8,10.8,Age Group,65 years or older,Gender,Male,POINT (-78.45789046 37.54268067),C04,TAC01,Q17,51,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~31~Q17~TAC01~AGE~RACE,2022,2022,NE,Nebraska,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,39.2,39.2,,,21.0,60.9,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-99.36572062 41.64104099),C04,TAC01,Q17,31,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~06~Q18~TSC08~AGE~RACE,2022,2022,CA,California,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,36.0,36.0,,,27.1,46.0,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-120.9999995 37.63864012),C03,TSC08,Q18,06,AGE,5064,RACE,BLK
BRFSS~2022~2022~51~Q18~TSC08~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,55.4,55.4,,,49.0,61.7,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.45789046 37.54268067),C03,TSC08,Q18,51,AGE,5064,RACE,BLK
BRFSS~2022~2022~15~Q18~TSC08~AGE~RACE,2022,2022,HI,Hawaii,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-157.8577494 21.30485044),C03,TSC08,Q18,15,AGE,5064,RACE,NAA
BRFSS~2022~2022~06~Q18~TSC08~AGE~RACE,2022,2022,CA,California,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,65.1,65.1,,,51.1,76.8,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.9999995 37.63864012),C03,TSC08,Q18,06,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~31~Q18~TSC08~AGE~RACE,2022,2022,NE,Nebraska,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-99.36572062 41.64104099),C03,TSC08,Q18,31,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~08~Q18~TSC08~AGE~RACE,2022,2022,CO,Colorado,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,76.0,76.0,,,60.0,87.0,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-106.1336109 38.84384076),C03,TSC08,Q18,08,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~39~Q18~TSC08~AGE~RACE,2022,2022,OH,Ohio,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,47.8,47.8,,,42.0,53.8,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426006 40.06021014),C03,TSC08,Q18,39,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~15~Q18~TSC08~AGE~RACE,2022,2022,HI,Hawaii,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,51.5,51.5,,,41.7,61.3,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-157.8577494 21.30485044),C03,TSC08,Q18,15,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~17~Q19~TSC04~AGE~RACE,2022,2022,IL,Illinois,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-88.99771018 40.48501028),C03,TSC04,Q19,17,AGE,5064,RACE,NAA
BRFSS~2022~2022~13~Q19~TSC04~AGE~RACE,2022,2022,GA,Georgia,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,89.9,89.9,,,85.9,92.9,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-83.62758035 32.83968109),C03,TSC04,Q19,13,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~30~Q45~TOC13~AGE~RACE,2022,2022,MT,Montana,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,28.9,28.9,,,24.6,33.6,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-109.4244206 47.06652897),C01,TOC13,Q45,30,AGE,5064,RACE,WHT
BRFSS~2022~2022~35~Q21~TAC03~AGE~RACE,2022,2022,NM,New Mexico,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-106.240581 34.52088095),C04,TAC03,Q21,35,AGE,5064,RACE,ASN
BRFSS~2022~2022~40~Q21~TAC03~AGE~GENDER,2022,2022,OK,Oklahoma,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,8.6,8.6,,,6.4,11.4,Age Group,50-64 years,Gender,Female,POINT (-97.52107021 35.47203136),C04,TAC03,Q21,40,AGE,5064,GENDER,FEMALE
BRFSS~2022~2022~09~Q21~TAC03~AGE~RACE,2022,2022,CT,Connecticut,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,12.2,12.2,,,7.4,19.5,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-72.64984095 41.56266102),C04,TAC03,Q21,09,AGE,5064,RACE,HIS
BRFSS~2022~2022~17~Q21~TAC03~AGE~RACE,2022,2022,IL,Illinois,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-88.99771018 40.48501028),C04,TAC03,Q21,17,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~22~Q21~TAC03~AGE~RACE,2022,2022,LA,Louisiana,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-92.44568007 31.31266064),C04,TAC03,Q21,22,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~38~Q27~TMC03~AGE~RACE,2022,2022,ND,North Dakota,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-100.118421 47.47531978),C05,TMC03,Q27,38,AGE,5064,RACE,ASN
BRFSS~2022~2022~15~Q27~TMC03~AGE~RACE,2022,2022,HI,Hawaii,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-157.8577494 21.30485044),C05,TMC03,Q27,15,AGE,5064,RACE,NAA
BRFSS~2022~2022~35~Q27~TMC03~AGE~RACE,2022,2022,NM,New Mexico,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,19.3,19.3,,,10.5,32.6,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-106.240581 34.52088095),C05,TMC03,Q27,35,AGE,5064,RACE,NAA
BRFSS~2022~2022~41~Q27~TMC03~AGE~RACE,2022,2022,OR,Oregon,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.1550313 44.56744942),C05,TMC03,Q27,41,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~54~Q27~TMC03~AGE~GENDER,2022,2022,WV,West Virginia,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,25.0,25.0,,,22.0,28.3,Age Group,65 years or older,Gender,Female,POINT (-80.71264013 38.6655102),C05,TMC03,Q27,54,AGE,65PLUS,GENDER,FEMALE
BRFSS~2022~2022~36~Q27~TMC03~AGE~GENDER,2022,2022,NY,New York,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,19.0,19.0,,,17.4,20.6,Age Group,Overall,Gender,Female,POINT (-75.54397043 42.82700103),C05,TMC03,Q27,36,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~31~Q33~TOC08~AGE~RACE,2022,2022,NE,Nebraska,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,83.1,83.1,,,81.6,84.4,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-99.36572062 41.64104099),C01,TOC08,Q33,31,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~02~Q33~TOC08~AGE~GENDER,2022,2022,AK,Alaska,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,81.7,81.7,,,77.9,84.9,Age Group,50-64 years,Gender,Male,POINT (-147.722059 64.84507996),C01,TOC08,Q33,02,AGE,5064,GENDER,MALE
BRFSS~2022~2022~25~Q43~TOC11~AGE~RACE,2022,2022,MA,Massachusetts,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,51.5,51.5,,,40.2,62.6,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-72.08269067 42.27687047),C01,TOC11,Q43,25,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~72~Q16~TNC03~AGE~OVERALL,2022,2022,PR,Puerto Rico,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,53.7,53.7,,,50.4,57.0,Age Group,65 years or older,,,POINT (-66.590149 18.220833),C02,TNC03,Q16,72,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~54~Q33~TOC08~AGE~GENDER,2022,2022,WV,West Virginia,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,67.7,67.7,,,63.7,71.3,Age Group,65 years or older,Gender,Male,POINT (-80.71264013 38.6655102),C01,TOC08,Q33,54,AGE,65PLUS,GENDER,MALE
